"Peak#","Ret_Time","Area","Conc_ug/mL extract","Dilution","CorrConc_ug /mL biodiesel","%FAME","Lab_Tag","Treatment_ID","Type"
"C10:0",6.446,13935866,97.9242311849607,100,9792.42311849607,0.0234250036170497,"Fat6_B1","Low fat","LAE"
"Unknown 1",NA,NA,0,100,0,0,"Fat6_B1","Low fat","LAE"
"C12:0",8.072,18285902,128.655893012314,100,12865.5893012314,0.0307764965085686,"Fat6_B1","Low fat","LAE"
"C14:0",10.32,55677022,392.812616125865,100,39281.2616125865,0.0939669052513769,"Fat6_B1","Low fat","LAE"
"C14:1 (Z9)",10.752,5660857,39.4638464418682,100,3946.38464418682,0.00944036766443802,"Fat6_B1","Low fat","LAE"
"C15:0",11.635,6733504,44.465035939912,100,4446.5035939912,0.0106367302057987,"Fat6_B1","Low fat","LAE"
"C16:0",13.161,194632464,1322.24594188411,100,132224.594188411,0.316301854979705,"Fat6_B1","Low fat","LAE"
"C16:1 (Z9)",13.447,10973038,66.0402210185066,100,6604.02210185066,0.0157978510273652,"Fat6_B1","Low fat","LAE"
"Unknown 2",NA,NA,0,100,0,0,"Fat6_B1","Low fat","LAE"
"C17:0",NA,NA,0,100,0,0,"Fat6_B1","Low fat","LAE"
"C18:0",16.194,57573572,379.68489268515,100,37968.489268515,0.0908265490253319,"Fat6_B1","Low fat","LAE"
"C18:1 (Z9)",16.464,121646961,818.223037033513,100,81822.3037033513,0.195731713898889,"Fat6_B1","Low fat","LAE"
"Unknown 3",16.721,4351436,21.0372509973698,100,2103.72509973698,0.00503243859811742,"Fat6_B1","Low fat","LAE"
"C18:2 (Z9,12)",17.086,19624158,128.346184128001,100,12834.6184128001,0.0307024093122999,"Fat6_B1","Low fat","LAE"
"C18:3 (Z6,9,12)",NA,NA,0,100,0,0,"Fat6_B1","Low fat","LAE"
"C20:1 (Z11)",19.844,17072455,107.494219672822,100,10749.4219672822,0.0257142941453546,"Fat6_B1","Low fat","LAE"
"C22:0",22.87,50105408,319.140564376149,100,31914.0564376149,0.0763434012643718,"Fat6_B1","Low fat","LAE"
"C22:2 ???",25.726,11064370,71.2329556827735,100,7123.29556827735,0.0170400341603946,"Fat6_B1","Low fat","LAE"
"C24:0",26.079,19299694,125.312325670549,100,12531.2325670549,0.029976663044196,"Fat6_B1","Low fat","LAE"
"Unknown 4",26.776,5131261,31.6639787433738,100,3166.39787433738,0.00757451764101909,"Fat6_B1","Low fat","LAE"
"C4:0",2.316,3473517,24.0109644010201,100,2401.09644010201,0.00715359972937186,"Fat6_B2","High fat","LAE"
"C6:0",3.671,5692024,39.6840316780761,100,3968.40316780761,0.0118230852177103,"Fat6_B2","High fat","LAE"
"C8:0",5.103,5763042,40.1857519304269,100,4018.57519304269,0.0119725630063361,"Fat6_B2","High fat","LAE"
"C10:0",6.445,10911385,76.5572063384411,100,7655.72063384411,0.0228087302699457,"Fat6_B2","High fat","LAE"
"Unknown 1",NA,NA,0,100,0,0,"Fat6_B2","High fat","LAE"
"C12:0",8.072,21909686,154.256808596316,100,15425.6808596316,0.0459578151796973,"Fat6_B2","High fat","LAE"
"C14:0",10.31,36573342,257.851012723509,100,25785.1012723509,0.0768216929578549,"Fat6_B2","High fat","LAE"
"C14:1 (Z9)",10.748,3642476,25.2046075917174,100,2520.46075917174,0.00750922249667625,"Fat6_B2","High fat","LAE"
"C15:0",11.63,4118850,26.6844428123576,100,2668.44428123576,0.00795011061166748,"Fat6_B2","High fat","LAE"
"C16:0",13.135,123366467,837.611379725401,100,83761.1379725401,0.249550015536562,"Fat6_B2","High fat","LAE"
"C16:1 (Z9)",13.438,7858099,44.8698899664938,100,4486.98899664938,0.0133681108080614,"Fat6_B2","High fat","LAE"
"Unknown 2",NA,NA,0,100,0,0,"Fat6_B2","High fat","LAE"
"C17:0",NA,NA,0,100,0,0,"Fat6_B2","High fat","LAE"
"C18:0",16.174,36481766,240.351929289126,100,24035.1929289126,0.0716081814791098,"Fat6_B2","High fat","LAE"
"C18:1 (Z9)",16.446,86991979,582.694366474782,100,58269.4366474782,0.173602450643066,"Fat6_B2","High fat","LAE"
"Unknown 3",16.715,14825493,92.2229962551907,100,9222.29962551907,0.0274760476103561,"Fat6_B2","High fat","LAE"
"C18:2 (Z9,12)",17.084,26085370,171.457144000961,100,17145.7144000961,0.0510823204948833,"Fat6_B2","High fat","LAE"
"C18:3 (Z6,9,12)",NA,NA,0,100,0,0,"Fat6_B2","High fat","LAE"
"C20:1 (Z11)",19.841,18985552,120.496367331127,100,12049.6367331127,0.0358995484868412,"Fat6_B2","High fat","LAE"
"C22:0",22.868,55896831,356.098287216663,100,35609.8287216663,0.106092557071747,"Fat6_B2","High fat","LAE"
"C22:2 ???",25.722,11309818,72.8706513471316,100,7287.06513471316,0.0217103929292338,"Fat6_B2","High fat","LAE"
"C24:0",26.077,24572823,160.1658492736,100,16016.58492736,0.0477182988938819,"Fat6_B2","High fat","LAE"
"Unknown 4",26.772,5365664,33.2132999325816,100,3321.32999325816,0.00989525657699811,"Fat6_B2","High fat","LAE"
"C4:0",2.315,1234139,8.19044995019393,100,819.044995019393,0.0139548142275119,"Fat7_B1","Low fat","Lipase transeserification"
"C6:0",3.67,2105558,14.3467562469534,100,1434.67562469534,0.0244438729753656,"Fat7_B1","Low fat","Lipase transeserification"
"C8:0",5.103,1869238,12.6772283802782,100,1267.72283802782,0.0215993465612149,"Fat7_B1","Low fat","Lipase transeserification"
"C10:0",6.443,3212101,22.1641410394987,100,2216.41410394987,0.0377630621759985,"Fat7_B1","Low fat","Lipase transeserification"
"Unknown 1",NA,NA,0,100,0,0,"Fat7_B1","Low fat","Lipase transeserification"
"C12:0",8.065,3033688,20.9037082565048,100,2090.37082565048,0.0356155482494249,"Fat7_B1","Low fat","Lipase transeserification"
"C14:0",10.293,5541182,38.6183795010915,100,3861.83795010915,0.0657976442054354,"Fat7_B1","Low fat","Lipase transeserification"
"C14:1 (Z9)",NA,NA,0,100,0,0,"Fat7_B1","Low fat","Lipase transeserification"
"C15:0",NA,NA,0,100,0,0,"Fat7_B1","Low fat","Lipase transeserification"
"C16:0",13.082,16162578,108.5861503832,100,10858.61503832,0.18500809668489,"Fat7_B1","Low fat","Lipase transeserification"
"C16:1 (Z9)",NA,NA,0,100,0,0,"Fat7_B1","Low fat","Lipase transeserification"
"Unknown 2",NA,NA,0,100,0,0,"Fat7_B1","Low fat","Lipase transeserification"
"C17:0",NA,NA,0,100,0,0,"Fat7_B1","Low fat","Lipase transeserification"
"C18:0",16.13,3289618,21.0838238305687,100,2108.38238305687,0.0359224275284423,"Fat7_B1","Low fat","Lipase transeserification"
"C18:1 (Z9)",16.399,11401755,68.9539476814126,100,6895.39476814126,0.117483109719132,"Fat7_B1","Low fat","Lipase transeserification"
"Unknown 3",NA,NA,0,100,0,0,"Fat7_B1","Low fat","Lipase transeserification"
"C18:2 (Z9,12)",17.062,2518267,14.2110372713079,100,1421.10372713079,0.0242126362174589,"Fat7_B1","Low fat","Lipase transeserification"
"C18:3 (Z6,9,12)",NA,NA,0,100,0,0,"Fat7_B1","Low fat","Lipase transeserification"
"C20:1 (Z11)",19.841,6432963,35.1841141249312,100,3518.41141249312,0.0599463740525474,"Fat7_B1","Low fat","Lipase transeserification"
"C22:0",22.858,19264350,122.329646977741,100,12232.9646977741,0.208424141344161,"Fat7_B1","Low fat","Lipase transeserification"
"C22:2 ???",25.72,5406030,33.4789756728986,100,3347.89756728986,0.0570411746465319,"Fat7_B1","Low fat","Lipase transeserification"
"C24:0",26.072,10356069,66.1981175724087,100,6619.81175724087,0.112787751411885,"Fat7_B1","Low fat","Lipase transeserification"
"Unknown 4",NA,NA,0,100,0,0,"Fat7_B1","Low fat","Lipase transeserification"
"C4:0",2.317,1641814,11.0705480081103,100,1107.05480081103,0.0293321818010456,"Fat7_B2","High fat","Lipase transeserification"
"C6:0",3.671,1798698,12.1788850504066,100,1217.88850504066,0.0322687973685542,"Fat7_B2","High fat","Lipase transeserification"
"C8:0",5.103,1719874,11.6220178171517,100,1162.20178171517,0.0307933391606216,"Fat7_B2","High fat","Lipase transeserification"
"C10:0",6.443,2859145,19.6706158291475,100,1967.06158291475,0.0521186556633315,"Fat7_B2","High fat","Lipase transeserification"
"Unknown 1",NA,NA,0,100,0,0,"Fat7_B2","High fat","Lipase transeserification"
"C12:0",8.065,3695069,25.5761609054108,100,2557.61609054108,0.0677658053513436,"Fat7_B2","High fat","Lipase transeserification"
"C14:0",10.294,5202997,36.2292068470989,100,3622.92068470989,0.0959917865825857,"Fat7_B2","High fat","Lipase transeserification"
"C14:1 (Z9)",NA,NA,0,100,0,0,"Fat7_B2","High fat","Lipase transeserification"
"C15:0",NA,NA,0,100,0,0,"Fat7_B2","High fat","Lipase transeserification"
"C16:0",13.081,12697254,85.0206935008943,100,8502.06935008942,0.225268201428892,"Fat7_B2","High fat","Lipase transeserification"
"C16:1 (Z9)",NA,NA,0,100,0,0,"Fat7_B2","High fat","Lipase transeserification"
"Unknown 2",NA,NA,0,100,0,0,"Fat7_B2","High fat","Lipase transeserification"
"C17:0",NA,NA,0,100,0,0,"Fat7_B2","High fat","Lipase transeserification"
"C18:0",16.129,2225210,14.0523197051071,100,1405.23197051071,0.037232591919989,"Fat7_B2","High fat","Lipase transeserification"
"C18:1 (Z9)",16.396,9201815,54.0023039752068,100,5400.23039752068,0.143082835349763,"Fat7_B2","High fat","Lipase transeserification"
"Unknown 3",NA,NA,0,100,0,0,"Fat7_B2","High fat","Lipase transeserification"
"C18:2 (Z9,12)",17.064,3342165,19.7083083123157,100,1970.83083123157,0.0522185245016231,"Fat7_B2","High fat","Lipase transeserification"
"C18:3 (Z6,9,12)",NA,NA,0,100,0,0,"Fat7_B2","High fat","Lipase transeserification"
"C20:1 (Z11)",19.846,2514062,8.54974615494403,100,854.974615494403,0.0226531431312963,"Fat7_B2","High fat","Lipase transeserification"
"C22:0",22.859,7279125,45.846436593833,100,4584.6436593833,0.121473301241748,"Fat7_B2","High fat","Lipase transeserification"
"C22:2 ???",25.723,2288841,12.680244738914,100,1268.0244738914,0.0335971845017153,"Fat7_B2","High fat","Lipase transeserification"
"C24:0",26.076,3549996,21.2123745819398,100,2121.23745819398,0.0562036519974901,"Fat7_B2","High fat","Lipase transeserification"
"Unknown 4",NA,NA,0,100,0,0,"Fat7_B2","High fat","Lipase transeserification"
"C4:0",3.671,588163,3.62682887198073,100,362.682887198073,0.0345553934611951,"Fat8_B1","Low fat","Lipase transeserification"
"C6:0",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C8:0",5.103,584420,3.60038573214929,100,360.038573214929,0.0343034507493997,"Fat8_B1","Low fat","Lipase transeserification"
"C10:0",6.443,976890,6.37306515764859,100,637.306515764859,0.0607207513367206,"Fat8_B1","Low fat","Lipase transeserification"
"Unknown 1",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C12:0",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C14:0",10.292,1424552,9.53565902973529,100,953.565902973529,0.0908530458191555,"Fat8_B1","Low fat","Lipase transeserification"
"C14:1 (Z9)",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C15:0",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C16:0",13.073,3680333,23.7023685660077,100,2370.23685660077,0.225829423077619,"Fat8_B1","Low fat","Lipase transeserification"
"C16:1 (Z9)",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"Unknown 2",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C17:0",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C18:0",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C18:1 (Z9)",16.392,2389392,7.7024405825863,100,770.24405825863,0.0733866621055621,"Fat8_B1","Low fat","Lipase transeserification"
"Unknown 3",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C18:2 (Z9,12)",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C18:3 (Z6,9,12)",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C20:1 (Z11)",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C22:0",22.861,4138177,25.8026087400449,100,2580.26087400449,0.245839913822728,"Fat8_B1","Low fat","Lipase transeserification"
"C22:2 ???",25.724,1936508,10.3293833486796,100,1032.93833486796,0.098415425272107,"Fat8_B1","Low fat","Lipase transeserification"
"C24:0",26.079,2501807,14.2842148399804,100,1428.42148399804,0.136095934355513,"Fat8_B1","Low fat","Lipase transeserification"
"Unknown 4",NA,NA,0,100,0,0,"Fat8_B1","Low fat","Lipase transeserification"
"C4:0",2.316,1855954,12.5833810200001,100,1258.33810200001,0.0316396787679779,"Fat8_B2","High fat","Lipase transeserification"
"C6:0",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C8:0",5.104,2215470,15.1232506057973,100,1512.32506057973,0.0380259320078228,"Fat8_B2","High fat","Lipase transeserification"
"C10:0",6.444,3679851,25.4686504320059,100,2546.86504320059,0.0640384263213368,"Fat8_B2","High fat","Lipase transeserification"
"Unknown 1",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C12:0",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C14:0",10.295,6506442,45.4376435015436,100,4543.76435015436,0.11424850301185,"Fat8_B2","High fat","Lipase transeserification"
"C14:1 (Z9)",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C15:0",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C16:0",13.083,16545078,111.187288763762,100,11118.7288763762,0.279569544463162,"Fat8_B2","High fat","Lipase transeserification"
"C16:1 (Z9)",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"Unknown 2",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C17:0",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C18:0",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C18:1 (Z9)",16.402,15733738,98.3957808029252,100,9839.57808029252,0.24740655089286,"Fat8_B2","High fat","Lipase transeserification"
"Unknown 3",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C18:2 (Z9,12)",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C18:3 (Z6,9,12)",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C20:1 (Z11)",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C22:0",22.857,8228202,51.9029316418215,100,5190.29316418215,0.130504836629633,"Fat8_B2","High fat","Lipase transeserification"
"C22:2 ???",25.721,2291419,12.6974458545178,100,1269.74458545178,0.0319264836193231,"Fat8_B2","High fat","Lipase transeserification"
"C24:0",26.075,4109803,24.9125014871707,100,2491.25014871707,0.0626400442860342,"Fat8_B2","High fat","Lipase transeserification"
"Unknown 4",NA,NA,0,100,0,0,"Fat8_B2","High fat","Lipase transeserification"
"C4:0",2.316,1083097,7.12338483493349,100,712.338483493349,0.0197698210330577,"Fat9_B1","Low fat","Lipase transeserification"
"C6:0",3.671,2023215,13.7650283647359,100,1376.50283647359,0.0382026457353869,"Fat9_B1","Low fat","Lipase transeserification"
"C8:0",5.103,1685574,11.3796989028534,100,1137.96989028534,0.0315825434021488,"Fat9_B1","Low fat","Lipase transeserification"
"C10:0",6.444,2590482,17.7725946492027,100,1777.25946492027,0.0493250082158587,"Fat9_B1","Low fat","Lipase transeserification"
"Unknown 1",NA,NA,0,100,0,0,"Fat9_B1","Low fat","Lipase transeserification"
"C12:0",8.065,1923507,13.0606221167228,100,1306.06221167228,0.0362476782893644,"Fat9_B1","Low fat","Lipase transeserification"
"C14:0",10.293,3554671,24.584292365188,100,2458.4292365188,0.0682297912504502,"Fat9_B1","Low fat","Lipase transeserification"
"C14:1 (Z9)",NA,NA,0,100,0,0,"Fat9_B1","Low fat","Lipase transeserification"
"C15:0",NA,NA,0,100,0,0,"Fat9_B1","Low fat","Lipase transeserification"
"C16:0",13.079,9897863,65.9838219393272,100,6598.38219393272,0.183127597489941,"Fat9_B1","Low fat","Lipase transeserification"
"C16:1 (Z9)",NA,NA,0,100,0,0,"Fat9_B1","Low fat","Lipase transeserification"
"Unknown 2",NA,NA,0,100,0,0,"Fat9_B1","Low fat","Lipase transeserification"
"C17:0",NA,NA,0,100,0,0,"Fat9_B1","Low fat","Lipase transeserification"
"C18:0",16.127,1872925,11.7251167614631,100,1172.51167614631,0.032541195700821,"Fat9_B1","Low fat","Lipase transeserification"
"C18:1 (Z9)",16.395,5913853,31.6560416482598,100,3165.60416482598,0.0878563060263136,"Fat9_B1","Low fat","Lipase transeserification"
"Unknown 3",NA,NA,0,100,0,0,"Fat9_B1","Low fat","Lipase transeserification"
"C18:2 (Z9,12)",NA,NA,0,100,0,0,"Fat9_B1","Low fat","Lipase transeserification"
"C18:3 (Z6,9,12)",NA,NA,0,100,0,0,"Fat9_B1","Low fat","Lipase transeserification"
"C20:1 (Z11)",19.844,4310887,20.7616642992585,100,2076.16642992585,0.0576206953654775,"Fat9_B1","Low fat","Lipase transeserification"
"C22:0",22.858,12053241,76.3122575045947,100,7631.22575045947,0.211792526790888,"Fat9_B1","Low fat","Lipase transeserification"
"C22:2 ???",25.72,4063541,24.5215247474545,100,2452.15247474545,0.0680555897159245,"Fat9_B1","Low fat","Lipase transeserification"
"C24:0",26.076,6645120,41.6700530093725,100,4167.00530093725,0.115648600984368,"Fat9_B1","Low fat","Lipase transeserification"
"Unknown 4",NA,NA,0,100,0,0,"Fat9_B1","Low fat","Lipase transeserification"
"C4:0",2.316,1606588,10.8216871895951,100,1082.16871895951,0.0257173579322727,"Fat9_B2","High fat","Lipase transeserification"
"C6:0",3.67,1909516,12.9617800196398,100,1296.17800196398,0.0308032130632053,"Fat9_B2","High fat","Lipase transeserification"
"C8:0",5.103,1994877,13.564829140439,100,1356.4829140439,0.0322363380296381,"Fat9_B2","High fat","Lipase transeserification"
"C10:0",6.443,3546896,24.5293643897166,100,2452.93643897166,0.058293169337589,"Fat9_B2","High fat","Lipase transeserification"
"Unknown 1",NA,NA,0,100,0,0,"Fat9_B2","High fat","Lipase transeserification"
"C12:0",8.066,4674356,32.4945213318356,100,3249.45213318356,0.0772220838846805,"Fat9_B2","High fat","Lipase transeserification"
"C14:0",10.295,6435089,44.9335565775809,100,4493.35565775809,0.10678301242959,"Fat9_B2","High fat","Lipase transeserification"
"C14:1 (Z9)",NA,NA,0,100,0,0,"Fat9_B2","High fat","Lipase transeserification"
"C15:0",NA,NA,0,100,0,0,"Fat9_B2","High fat","Lipase transeserification"
"C16:0",13.08,13891719,93.1434876335421,100,9314.34876335421,0.221352213251475,"Fat9_B2","High fat","Lipase transeserification"
"C16:1 (Z9)",NA,NA,0,100,0,0,"Fat9_B2","High fat","Lipase transeserification"
"Unknown 2",NA,NA,0,100,0,0,"Fat9_B2","High fat","Lipase transeserification"
"C17:0",NA,NA,0,100,0,0,"Fat9_B2","High fat","Lipase transeserification"
"C18:0",16.13,2445057,15.5046341253955,100,1550.46341253955,0.0368462161607394,"Fat9_B2","High fat","Lipase transeserification"
"C18:1 (Z9)",16.4,12072471,73.5123932117686,100,7351.23932117686,0.174699609733938,"Fat9_B2","High fat","Lipase transeserification"
"Unknown 3",NA,NA,0,100,0,0,"Fat9_B2","High fat","Lipase transeserification"
"C18:2 (Z9,12)",NA,NA,0,100,0,0,"Fat9_B2","High fat","Lipase transeserification"
"C18:3 (Z6,9,12)",NA,NA,0,100,0,0,"Fat9_B2","High fat","Lipase transeserification"
"C20:1 (Z11)",19.843,2515238,8.55773870610384,100,855.773870610384,0.0203371642092318,"Fat9_B2","High fat","Lipase transeserification"
"C22:0",22.857,8053533,50.7882887482132,100,5078.82887482132,0.120696576940539,"Fat9_B2","High fat","Lipase transeserification"
"C22:2 ???",25.719,2518143,14.2102099096574,100,1421.02099096574,0.0337700626655298,"Fat9_B2","High fat","Lipase transeserification"
"C24:0",26.073,4239632,25.7706254048409,100,2577.06254048409,0.061242982361571,"Fat9_B2","High fat","Lipase transeserification"
"Unknown 4",NA,NA,0,100,0,0,"Fat9_B2","High fat","Lipase transeserification"
